Date,Permit Number,Permit Type,Usage,Description,Address,Status
2021-03-31,210945,Express Permit,Residential Solar Array,"Digital: Residential Roof Mount solar - 6.615KW / 21 Panels, 2 PowerWalls, Tesla Backup GatewayPERMIT INCLUDES 2 INSPECTIONS.","16109 INDIAN SPRINGS ROAD, Penn Valley CA 95946",Finaled
2021-03-31,210946,Express Permit,Residential Solar Array,Roof Mounted Solar Array Addition of  5 modules to increase total system size 10.08kW on existing residence.This permit includes 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"11489 PHOEBE COURT, Penn Valley CA 95946",Finaled
2021-03-31,210947,Express Permit,Residential Solar Array,Rooftop Solar10.44KW29 Modules2 InvertersDerate Main breaker,"11675 ROGUE HOUSE PLACE, Grass Valley CA 95945",Finaled
2021-03-30,210930,Express Permit,Residential Solar Array,Roof Mounted Solar Array on Existing Residence 7.92KW   22 Modules  and 1 Energy Storage SystemThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"15088 LORIE DRIVE, Grass Valley CA 95949",Finaled
2021-03-30,210931,Express Permit,Residential Solar Array,Roof Mounted Solar Array Addition on existing residence. 7 modules 2.52KW with 3 Energy storage systems. This permit includes 2 inspections. Additional inspections to be paid at current rate. Fnal inspection required.,"12472 WANDERER ROAD, Auburn CA 95602",Finaled
2021-03-29,210913,Express Permit,Residential Solar Array,installation of a 3.75kw roof mounted photovoltaic solar system on existing residence.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"10257 PROCTOR COURT, Grass Valley CA 95945",Finaled
2021-03-29,210914,Express Permit,Residential Solar Array,"DIGITAL: NEW SOLAR ROOF INSTALLATION ON EXISTING HOUSE WITH COMPOSITION ROOFING. IRONRIDGE FLASHVUE ATTACHMENT AND IRONRIDGE XR100 RAIL AND HARDWARE WILL SUPPORT 24 QCELL G6 340 SOLAR PANELS MAKING A 8,160 WATT SOLAR SYSTEM (OR 8.16kW). THE SYSTEM WILL INCLUDE 24 SOLAREDGE P370 OPTIMIZERS AND 1 SOLAREDGE 7600 ENERGY HUB INVERTER AND 1 SOLAREDGE BACKUP INTERFACE DEVICE . THIS SYSTEM WILL ALSO INCLUDE 1 SOLAREDGE 10kWh BATTERY WHICH SHALL BE INSTALLED AFTER INSTALLATION OF SOLAR DUE TO AVAILABILTY OF THE BATTERY.PERMIT INCLUDES 2 INSPECTIONS.","17379 PIPER LANE, Penn Valley CA 95946",Finaled
2021-03-29,210915,Express Permit,Residential Solar Array,"Roof Mounted Solar Array on Existing Residence, 16 solar panel  6.40 kW systemThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.","23233 HAZEL WAY, Auburn CA 95602",Finaled
2021-03-25,210877,Express Permit,Residential Solar Array,Roof Mounted Solar Array 9.52kW on existing residence with 28 modules. Change out electrical service panel 200amp to 200amp. Derate main to 175amp.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"12349 POPLAR ROAD, Auburn CA 95602",Finaled
2021-03-25,210880,Express Permit,Residential Solar Array,"Void   DIGITAL: 11.2 kw Ground mount solar array, (35) modules, (35) Optimizers, (1)  Inverter, New Solar Ready 200A Service Panel with 225A buss and 100A.Includes 2 inspections.","13311 FERNGLEN COURT, Grass Valley CA 95949",Void
2021-03-25,210890,Express Permit,Residential Solar Array,Installation of a 12.24KW (DC) roof mount solar system and changeout 100amp to 100amp  main service panel.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"14910 PLEASANT VALLEY ROAD, Penn Valley CA 95946",Finaled
2021-03-25,210893,Express Permit,Residential Solar Array,Solar Roof Mount on existing residence - 7.56kWInstall 18- SunPower SPR-A420-G-AC modulesInstall (3) 15A solar breakersInstall (1) Sonnen 12.5kW ECO Battery BackupThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"18885 PINNACLE LANE, Penn Valley CA 95946",Finaled
2021-03-24,210866,Express Permit,Residential Solar Array,Roof Mounted Solar Array on existing residence 9.72kw with 27 Modules and 1 Energy Storage UnitThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"22716 SUNSET RIDGE DRIVE, Auburn CA 95602",Finaled
2021-03-24,210873,Express Permit,Residential Solar Array,Roof Mounted Solar Addition  of 8 Modules 370W to increase system size to 8.72kW This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"14530 QUAKER HILL CROSS ROAD, Nevada City CA 95959",Finaled
2021-03-23,210863,Full Review,Residential Solar Array,installation of a 21.6kw ground mount (60 panels) photovoltaic solar system,"15345 WOLF RIDGE COURT, Grass Valley CA 95949",Void
2021-03-23,210847,Express Permit,Residential Solar Array,"NEW SOLAR ROOF INSTALLATION ON EXISTING HOUSE. 41 SOLAREDGE P370 OPTIMIZERS AND 1 SOLAREDGE 11400 HD-WAVE INVERTERAPLHA 370 SOLAR PANELS MAKING A 15,170 WATT SOLAR SYSTEM (OR 15.17kW). PERMIT INCLUDES 2 INSPECTIONS.","20724 SPRING RANCHES ROAD, Grass Valley CA 95949",Finaled
2021-03-23,210862,Express Permit,Residential Solar Array,Roof Mount Solar Array on existing residence - 10.545KW / 32 Panels. Install new 225 amp rated Main Service Panel with 200 amp breaker.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"15379 STINSON DRIVE, Grass Valley CA 95949",Finaled
2021-03-23,210951,Express Permit,Residential Solar Array,DIGITAL: Installing 30 Mission Solar 295 watt solar roof panels and one Solaredge 7600 watt inverter with 30 Solaredge optimisers.PERMIT INCLUDES 2 INSPECTIONS.Also upgrade panel enclosure to 400 amps from 200 amps.`,"11186 WHITE OAK WAY, Nevada City CA 95959",Finaled
2021-03-22,210826,Express Permit,Residential Solar Array,"DIGITAL: RESIDENTIAL, 16.2kW PV (45) Panels, 125A Sub, 225a ACPV, AC Disconnect.PERMIT INCLUDES 2 INSPECTIONS.","19713 FAIRVIEW DRIVE, Grass Valley CA 95949",Finaled
2021-03-18,210805,Full Review,Residential Solar Array,DIGITAL: Installation of a 21.6kw photovoltaic ground mount. 60 modules.Includes 2 inspections.,"15345 WOLF RIDGE COURT, Grass Valley CA 95949",Finaled
2021-03-18,210797,Express Permit,Residential Solar Array,Roof Mounted Solar Array on existing residence. (38) modules for 14.06kW system.Derate 200amp  main to 150amp. This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"11052 BUBBLING WELLS ROAD, Grass Valley CA 95945",Finaled
2021-03-17,210787,Full Review,Residential Solar Array,DIGITAL: 15.640 kw DC ground mount solar system install. Load side tap at the main panel.Includes 2 inspections.,"17657 CREST ROAD, Grass Valley CA 95949",Finaled
2021-03-17,210868,Express Permit,Residential Solar Array,Installing Roof Mounted (30) REC 370W ACPV modules on detached garage. Derate 200amp panel at garage to 175amp.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"14369 ANCHOR LANE, Grass Valley CA 95945",Finaled
2021-03-16,210767,Express Permit,Residential Solar Array,5.95 kW Rooftop Solar Array with 17 panels on roof of attached garage This permit includes 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"11304 TIMBER COURT, Auburn CA 95602",Finaled
2021-03-15,210754,Express Permit,Residential Solar Array,VOID 03/25/22. Roof Mounted Solar on existing residence  3.5kW 10 Modules with 1 Inverter and 1 ESSThis permit includes 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"12043 WARBLER WAY, Penn Valley CA 95946",Void
2021-03-15,210756,Express Permit,Residential Solar Array,Digital: Roof Mounted Solar Array 8.58kw with 26 ModulesRevised:  1/3/2022 System Size 12.21kW with 37 modules This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"10684 BONANZA WAY, Rough And Ready CA 95975",Finaled
2021-03-12,210723,Full Review,Residential Solar Array,"DIGITAL: Ground Mount Solar Install, 11.1kw System Size, 30 PV Modules.Includes 2 inspections.","18785 BREWER ROAD, Grass Valley CA 95949",Finaled
2021-03-12,210742,Full Review,Residential Solar Array,DIGITAL: Off grid solar power system with (2) 10kW battery packs for new construction house. Ground mount system. Portable generator backup.Includes 2 inspections.,"12886 ECHO GLEN ROAD, Grass Valley CA 95945",Finaled
2021-03-12,210728,Express Permit,Residential Solar Array,Digital: Roof Mounted Solar (28) 370 ACPV modules on roof-mounted racking system and downsizing the main to 175A to serve existing residence.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"12603 STOCKDALE ROAD, Nevada City CA 95959",Finaled
2021-03-11,210709,Express Permit,Residential Solar Array,"DIGITAL: 8.16kW roof mount solar array with (24) 340W modules, 7600W Inverter and 125amp subpanelThis permit includes 2 inspections","17859 MCCOURTNEY ROAD, Grass Valley CA 95949",Void
2021-03-11,210722,Express Permit,Residential Solar Array,DIGITAL: 6.93kW roof mount solar array with (21) 330W modules with microinvertersThis permit includes 2 inspections,"23118 SEQUOIA COURT, Auburn CA 95602",Finaled
2021-03-10,210697,Express Permit,Residential Solar Array,DIGITAL: 2.0kW roof mount solar array added to existing system on detached structure. (5) 400W modulesThis permit includes 2 inspections,"10550 ROUND VALLEY ROAD, Grass Valley CA 95949",Finaled
2021-03-10,210706,Express Permit,Residential Solar Array,Digital: Roof Mounted Solar Array 13.680kW PV (38) Panels Derate Main Panel to 175ampThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"13080 TIMBERLINE COURT, Nevada City CA 95959",Finaled
2021-03-09,210676,Express Permit,Residential Solar Array,"DIGITAL: 12.24kW roof mount solar array with (36) 340W modules with 7600W Inverter, 3800W Inverter and 125amp subpanel. Derate MSP to 175ampsThis permit includes 2 inspetions","12830 LAKESHORE  NORTH, Auburn CA 95602",Expired
2021-03-09,210690,Express Permit,Residential Solar Array,"DIGITAL: 11.84kW roof mount solar array with 11,400W Inverter. Derate MSP TO 175amps. This permit includes 2 inspections","11404 AVERN WAY, Grass Valley CA 95949",Finaled
2021-03-09,210691,Express Permit,Residential Solar Array,DIGITAL: 11.2 KW ROOF MOUNT SOLAR ONPERMITTED BARN. AN EXPIRED PERMIT #170437 SHALL BE FINALED PRIOR TO SOLAR PERMIT FINALED.PERMIT INCLUDES 2 INSPECTIONS.,"10151 CROOKED ARROW LANE, Nevada City CA 95959",Finaled
2021-03-08,210671,Express Permit,Residential Solar Array,DIGITAL: 27.3kW roof mount solar array with (78) 350W modules with microinverters and 125amp subpanelThis permit includes 2 inspections,"13622 HOPEFUL HILL ROAD, Nevada City CA 95959",Finaled
2021-03-05,210649,Full Review,Residential Solar Array,DIGITAL: 6.3kW roof mount solar array with (18) 350W modules with 5000W Inverter and 225amp subpanelThis permit includes 2 inspections,"16276 INDIAN FLAT ROAD, Nevada City CA 95959",Finaled
2021-03-05,210650,Full Review,Residential Solar Array,DIGITAL: Ground Mount Solar. 8 modules with micro-inverters  -  Main Panel Upgrade.Includes 2 inspections.,"13268 TWIN STAR LANE, Grass Valley CA 95949",Finaled
2021-03-05,210655,Express Permit,Residential Solar Array,DIGITAL: 6.12kW roof mount solar array with (18) 340W modules with 7600W Inverter. As-Built interlock kit for portable generatorThis permit includes 2 inspections.,"19173 WEST RIDGE DRIVE, Penn Valley CA 95946",Finaled
2021-03-05,210662,Express Permit,Residential Solar Array,"DIGITAL: 7.26kW roof mount solar array with (22) 330W modules with (2) 3800W Inverters, (2) LG CHEM RESU10H Batteries and SolarEdge Backup InterfaceThis permit includes 2 inspections","11708 TAMMY WAY, Grass Valley CA 95949",Void
2021-03-04,210638,Full Review,Residential Solar Array,DIGITAL: Install 10.25kw ground mount with generac pwrcell battery storage unit. 12kWh. Includes 2 inspections.,"21402 MCDANIEL ROAD, Smartsville CA 95977",Finaled
2021-03-04,210631,Express Permit,Residential Solar Array,Install 10.25kw ground mount with 12kwh battery storage unit. Generac.,"21402 MCDANIEL ROAD, Smartsville CA 95977",Void
2021-03-04,210646,Express Permit,Residential Solar Array,DIGITAL: 6.3kW roof mount solar array with (20) 315W modules with 3800W Inverter. Upgrade MSP to 225amp solar ready panelThis permit includes 2 inspections,"13593 LAKE WILDWOOD DRIVE, Penn Valley CA 95946",Finaled
2021-03-03,210626,Full Review,Residential Solar Array,DIGITAL: Installing (2) (15) module single pole ground mounts (11.1kW) (30) REC 370W modules with Solar Edge 11.4kW inverter and downsizing the main to 175A.Includes 2 inspections.,"13055 JACK PINE ROAD, Grass Valley CA 95945",Finaled
2021-03-03,210610,Express Permit,Residential Solar Array,"DIGITAL: 12.24kW roof mount solar array with (36) 340W modules with 7600W Inverter, 3800W Inverter, (2) 13.5kWh Tesla Powerwalls and Backup GatewayThis permit includes 2 inspections","12744 TORREY PINES DRIVE, Auburn CA 95602",Finaled
2021-03-03,210615,Express Permit,Residential Solar Array,DIGITAL: 7.3kW roof mount solar array with (20) 365W modules with 7600W InverterThis permit includes 2 inspections,"11580 MADRONE COURT, Auburn CA 95602",Finaled
2021-03-03,210616,Express Permit,Residential Solar Array,DIGITAL: 12.35kW roof mount solar array on ag building with (38) 325W modules with microinverters. Derate MSP to 175ampsThis permit includes 2 inspections,"22976 PERIMETER ROAD, Grass Valley CA 95949",Finaled
2021-03-02,210595,Express Permit,Residential Solar Array,DIGITAL: 13.32 kW roof mount solar array with  (36) 370W modules with microinverters and 125amp subpanel. Change out 400amp MSPThis permit includes 2 inspections,"16254 JERICHO ROAD, Grass Valley CA 95949",Finaled
2021-03-01,210599,Full Review,Residential Solar Array,"DIGITAL: 10.5kW roof mount solar array with (30) 350W modules with 10,000W Inverter. Upgrade MSP to solar ready 225amp panel .This permit includes 2 inspections","12260 RED QUARTZ LANE, Grass Valley CA 95945",Finaled
2021-03-01,210588,Express Permit,Residential Solar Array,DIGITAL: 9.18kW roof mount solar array with (27) 340W modules with microinverters. This permit includes 2 inspections,"17984 DOG BAR ROAD, Grass Valley CA 95949",Finaled
2021-02-26,210568,Full Review,Residential Solar Array,"DIGITAL: Install 11.2 kW Ground Mount solar PV system with Solaredge inverter and optimizers, Hanwha Q Cell PanelsLocation of Panels: Ground mount to the east of house approximately 150 feet.Includes 2 inspections.","13675 RANCHERO WAY, Grass Valley CA 95949",Finaled
2021-02-26,210566,Express Permit,Residential Solar Array,DIGITAL: 16.9kW roof top solar array with (47) 360W modules with (2) 7680W Inverters and 100amp subpanel. Derate MSP to 150ampsThis permit includes 2 inspections,"25139 LONG COURT, Auburn CA 95602",Finaled
2021-02-25,210562,Express Permit,Residential Solar Array,"DIGITAL: 11.16kW roof mount solar array with (31) 360W modules with 11,400W Inverter. Derate MSP to 175ampsThis permit includes 2 inspections","19260 WOLF GLEN LANE, Grass Valley CA 95949",Finaled
2021-02-25,210564,Express Permit,Residential Solar Array,"DIGITAL: 8.88kW roof mount solar array with (24) 370W modules with 7600W Inverter, 100amp subpanel and 100amp manual transfer switch and generator plug for portable generatorThis permit includes 2 inspections","10360 LITTLE WAY, Grass Valley CA 95949",Finaled
2021-02-24,210545,Full Review,Residential Solar Array,DIGITAL: Expanding existing ground mount adding (19) REC 365 modules with microinverters.Includes 2 inspections.,"15934 COOK ROAD, Rough And Ready CA 95975",Finaled
2021-02-24,210547,Full Review,Residential Solar Array,VOIDED PER OWNERS REQUEST 1/7/22DIGITAL:  GROUND MOUNT SOLAR-11.2 KW-32 MODULES-MPU TO 225 AMP.Includes 2 inspections.,"11212 WOLF ROAD, Grass Valley CA 95949",Void
2021-02-22,210517,Express Permit,Residential Solar Array,DIGITAL: 9.86kW roof mount solar array with (29) 340W modules with 7600W InverterThis permit includes 2 inspections,"12282 NORTH BLOOMFIELD-GRANITEVILLE ROAD, Nevada City CA 95959",Finaled
2021-02-19,210497,Express Permit,Residential Solar Array,DIGITAL: 8.4kW roof mount solar array with (24) 350W modules with microinvertersThis permit includes 2 inspections,"21669 OAK RIDGE DRIVE, Grass Valley CA 95945",Finaled
2021-02-19,210499,Express Permit,Residential Solar Array,DIGITAL: 5.6kW roof mount solar array with (16) 350W modules with microinvertersThis permit includes 2 inspections,"21684 OAK RIDGE DRIVE, Grass Valley CA 95945",Finaled
2021-02-17,210467,Express Permit,Residential Solar Array,DIGITAL: 13.60KW roof mount solar array with (34) 400W modules with microinverters and (2) 5kWh Tesla Powerwall with Backup Gateway. Derate MSP to 175ampsThis permit includes 2 inspections,"13862 SUN FOREST DRIVE, Penn Valley CA 95946",Finaled
2021-02-17,210470,Express Permit,Residential Solar Array,"GROUND SOLAR, 11.2kW, upgrade MSP to 225, module qty 32","11212 WOLF ROAD, Grass Valley CA 95949",Void
2021-02-17,210473,Express Permit,Residential Solar Array,DIGITAL: 7.36kW roof mount solar array with (23) 320W modules with Microinverters. Upgrade MSP3/24/2021 Revised to include 1 energy storage systemThis permit includes 2 inspections,"10649 BARTLETT DRIVE, Grass Valley CA 95945",Finaled
2021-02-15,210448,Full Review,Residential Solar Array,DIGITAL: Install additional 12.06kW off-grid PV ground mount system and permit via as-built existing  6.03kW off grid PV ground mount.Includes 2 inspections,"37255 OBSIDIAN WAY, Soda Springs CA 95728",Finaled
2021-02-12,210429,Express Permit,Residential Solar Array,DIGITAL: 8.06kW roof mount solar array with (26) 310W modules with microinvertersThis permit includes 2 inspections,"11157 LAKESHORE  SOUTH, Auburn CA 95602",Finaled
2021-02-12,210435,Express Permit,Residential Solar Array,DIGITAL: 2.96kW roof mount solar array with (8) 370W modules with 3800W InverterThis permit includes 2 inspections,"15922 SHANNON WAY, Nevada City CA 95959",Finaled
2021-02-11,210413,Express Permit,Residential Solar Array,DIGITAL: 9.47kW roof mount solar array with (33) 320W modules with microinverters and 100amp Subpanel.This permit includes 2 inspections,"11075 LOWER CIRCLE DRIVE, Grass Valley CA 95949",Finaled
2021-02-11,210416,Express Permit,Residential Solar Array,DIGITAL: 8.32kW roof mount solar array with (26) 320W modules with 7600W InverterThis permit includes 2 inspections,"15950 JOHN WAY, Grass Valley CA 95949",Finaled
2021-02-11,210418,Express Permit,Residential Solar Array,"DIGITAL: 9.9kW roof mount solar array with (30) 330W modules with 10,000W Inverter. Upgrade MSP to 225amp solar ready panelThis permit includes 2 inspections","11741 WOLF ROAD, Grass Valley CA 95949",Finaled
2021-02-11,210419,Express Permit,Residential Solar Array,DIGITAL: 6.3kW roof mount solar array with (20) 315W modules with 6000W InverterThis permit includes 2 inspections,"21619 CASCADE CROSSING ROAD, Grass Valley CA 95949",Finaled
2021-02-10,210403,Full Review,Residential Solar Array,DIGITAL: 10.88kW roof mount solar array with (34) 320W modules with microinvertersThis permit includes 2 inspections,"12328 LAKE WILDWOOD DRIVE, Penn Valley CA 95946",Finaled
2021-02-10,210404,Full Review,Residential Solar Array,DIGITAL: 8.05kW roof mount solar array with (23) 350W modules with 7600W InverterThis permit includes 2 inspections,"14797 SUN FOREST DRIVE, Penn Valley CA 95946",Finaled
2021-02-10,210405,Full Review,Residential Solar Array,DIGITAL: 17.15 KW GROUND MOUNT SOLAR WITH MPU. Two arrays with a total of 49 modules. Includes 2 inspections.,"13989 SOUTH PONDEROSA WAY, Grass Valley CA 95949",Finaled
2021-02-10,210401,Express Permit,Residential Solar Array,DIGITAL: 11.34kW roof mount solar array with (36) 315 modules with 7600W InverterThis permit includes 2 inspections,"11298 ALTA SIERRA DRIVE, Grass Valley CA 95949",Expired
2021-02-10,210408,Express Permit,Residential Solar Array,DIGITAL: 5.76kW roof mount solar array with (16) 360W modules with microinverters. Upgrade MSP to 225amp panelThis permit includes 2 inspections,"16986 FRANCHI PLACE, Grass Valley CA 95949",Finaled
2021-02-09,210395,Express Permit,Residential Solar Array,"DIGITAL: 14kW roof mount solar array, 40 MODULES LONGI 350W with 11,400W Inverter, 40 OPTIMIZERS, upgrade MSP to 200/225A and derate existing subpanel to 90/125A.This permit includes 2 inspections","13579 HAAS COURT, Rough And Ready CA 95975",Finaled
2021-02-08,210372,Full Review,Residential Solar Array,DIGITAL: 4.41kW roof mount solar array with (14) 315W modules with microinverters This permit includes 2 inspections,"16236 RAYLENE COURT, Grass Valley CA 95945",Finaled
2021-02-08,210374,Full Review,Residential Solar Array,6KW PV Solar Install on Roof,"14556 LITTLE GREENHORN ROAD, Grass Valley CA 95945",Expired
2021-02-08,210364,Express Permit,Residential Solar Array,DIGITAL: (2) 13.5 kWh Tesla Powerwall's with Backup GatewayThis permit includes 2 inspections,"26225 TABLE MEADOW ROAD, Auburn CA 95602",Finaled
2021-02-08,210366,Express Permit,Residential Solar Array,"DIGITAL: 14.85kW roof mount solar array added to existing 4.0kW system. (31) 360W modules with (2) 7600W Inverters, (2) LG Chem RESU-10H batteries, 125amp subpanel and Backup Interface. Derate MSP to 175ampsThis permit includes 2 inspections","10373 TILLICUM WAY, Nevada City CA 95959",Finaled
2021-02-08,210370,Express Permit,Residential Solar Array,DIGITAL: 2.8kW roof mount solar array with (8) 350W modules with 3000W InverterThis permit includes 2 inspections,"15383 ROVING WAY, Grass Valley CA 95949",Finaled
2021-02-04,210341,Express Permit,Residential Solar Array,DIGITAL: 9.52kW roof mount  solar array with (28) 340W modules with microinvertersThis permit includes 2 inspections,"12442 LOWHILLS ROAD, Nevada City CA 95959",Finaled
2021-02-02,210318,Express Permit,Residential Solar Array,DIGITAL: 4.07kW roof top solar array on detached studio/garage with (11) 370W modules with 7600W Inverter and 125amp subpanelThis permit includes 2 inspections,"15501 FAY ROAD, Grass Valley CA 95949",Finaled
2021-02-01,210287,Full Review,Residential Solar Array,"DIGITAL: Residential rooftop solar. 10.24KW,32 Modules32 Micro invertersMain Panel UpgradeEnergy Storage System.Includes 2 inspections.","20818 TIGER TAIL ROAD, Grass Valley CA 95949",Finaled
2021-02-01,210294,Express Permit,Residential Solar Array,DIGITAL: 8.2kW roof mount solar array with (20) 410W modules with microinvertersThis permit includes 2 inspections,"23862 LAKEVIEW COURT, Auburn CA 95602",Finaled
2021-01-29,210278,Full Review,Residential Solar Array,"DIGITAL: 14.57kW roof mount solar array with (47) 310W modules with 7680W Inverter, 3840W Inverter, LG CHEM RESU battery, 200amp load center, 100amp load center. Derate MSP to 175ampsThis permit includes 2 inspections","11740 PIONEER ROAD, Rough And Ready CA 95975",Finaled
2021-01-29,210280,Express Permit,Residential Solar Array,DIGITAL: Rooftop Solar 14kw DC. 40 Enphase Microinverters.Includes 2 inspections.,"23646 WOODHAVEN PLACE, Auburn CA 95602",Finaled
2021-01-28,210265,Express Permit,Residential Solar Array,DIGITAL: 6.54kW roof mount solar array with (20) 327W modules with microinverters and 125amp subpanelThis permit includes 2 inspections,"16067 WOLF MOUNTAIN ROAD, Grass Valley CA 95949",Finaled
2021-01-27,210260,Express Permit,Residential Solar Array,DIGITAL: 5.12 kW roof mount solar array with (16) 320W modules with microinvertersThis permit includes 2 inspections,"10160 APACHE TRAIL, Nevada City CA 95959",Finaled
2021-01-26,210240,Full Review,Residential Solar Array,DIGITAL: 15.50kW ground mount solar array with (50) 310W modules with microinvertersThis permit includes 2 inpsections,"24647 STATE HIGHWAY 20, Nevada City CA 95959",Void
2021-01-26,210239,Express Permit,Residential Solar Array,DIGITAL: 4.41kW roof mount solar array with (14) 315W modules and 3800W InverterThis permit includes 2 inspections,"10534 CROOKED ARROW LANE, Nevada City CA 95959",Finaled
2021-01-26,210244,Express Permit,Residential Solar Array,DIGITAL: 5.92kW roof mount solar array with (16) 370W modules with 7600W InverterSewer Backflow Preventer Required per Nevada City Reso 2005-12.Written verification of installation and finalized City permit required to be onsite for building inspector at time of final inspection.This permit includes 2 inspections,"602 ZION STREET, Nevada City CA 95959",Finaled
2021-01-25,210223,Full Review,Residential Solar Array,"NO GROUNDWORK, racking already exists, just upgrading electrical equipment:(36) Panasonic, 340W PV Module, MC4, 40mm ,BOW, VBHN340SA17 modules(2) Outback, FLEXpower Radian, GS8048A-01(8) Simpliphi 3.6 kwH 48V batteriesThis permit includes 2 inspections","18027 OAK TREE ROAD, Nevada City CA 95959",Finaled
2021-01-25,210228,Express Permit,Residential Solar Array,DIGITAL: 10.71kW roof mount solar with (34) 315W modules and 6000W Inverter. Reroof residence with CertainTeed cool roof composite shingle on home.This permit includes 2 inspections,"18471 ACORN PLACE, Grass Valley CA 95949",Finaled
2021-01-22,210218,Express Permit,Residential Solar Array,DIGITAL: 7kW roof mount solar array with (20) 350W modules with microinvertersThis permit includes 2 inspections,"14778 SUN FOREST DRIVE, Penn Valley CA 95946",Finaled
2021-01-22,210220,Express Permit,Residential Solar Array,GROUND MOUNT SOLAR-7 KW-20 MODULES,"17961 SATELLITE DRIVE, Grass Valley CA 95949",Void
2021-01-22,210221,Express Permit,Residential Solar Array,DIGITAL: 7.77kW roof mount solar array with (21) 370W modules with 7600W InverterThis permit includes 2 inspections,"15501 FAY ROAD, Grass Valley CA 95949",Finaled
2021-01-21,210207,Full Review,Residential Solar Array,DIGITAL: New 6.4kW AC PV system on ground mount. 16 modules with micro-inverters. Includes 2 inspections.,"12013 LOGANS RUN COURT, Grass Valley CA 95945",Expired
2021-01-21,210254,Express Permit,Residential Solar Array,DIGITAL: 5.810kW roof mount solar array with (14) 415W modules with microinverters and 125amp subpanel. As-built Manual Transfer switch and receptacle for portable generator. This permit includes 2 inspections,"13527 LIGHTNING TREE ROAD, Nevada City CA 95959",Finaled
2021-01-21,210209,Express Permit,Residential Solar Array,DIGITAL: 6.21kW roof mount solar array with (19) 327W modules with 125amp subpanelThis permit includes 2 inspections,"14100 AUBURN ROAD, Grass Valley CA 95949",Finaled
2021-01-21,210210,Express Permit,Residential Solar Array,DIGITAL: 8.05kW roof mount solar array with (23) 350W module with 7600W Inverter. Upgrade MSP to 200ampsThis permit includes 2 inspections,"10546 LITTLE DEER DRIVE, Grass Valley CA 95949",Finaled
2021-01-20,210196,Express Permit,Residential Solar Array,"(36) Panasonic, 340W PV Module, MC4, 40mm ,BOW, VBHN340SA17 modules(2) Outback, FLEXpower Radian, GS8048A-01(8) Simpliphi 3.6 kwH 48V batteriesNOTE:Adding new equipment(swaping out) on old groundmount array....no new structural.","18027 OAK TREE ROAD, Nevada City CA 95959",Void
2021-01-18,210167,Express Permit,Residential Solar Array,"DIGITAL: 12.03kW roof mount solar array with (37) 325W modules with 11,400W Inverter. Derate MSP to 175ampsThis permit includes 2 inspections","16433 INDIAN SPRINGS RANCH ROAD, Grass Valley CA 95949",Finaled
2021-01-18,210173,Express Permit,Residential Solar Array,DIGITAL: 4.29kW roof mount solar array with (13) 330W modules with 3800W InverterThis permit includes 2 inspections,"20612 CHAPARRAL CIRCLE, Penn Valley CA 95946",Finaled
2021-01-18,210174,Express Permit,Residential Solar Array,DIGITAL: 7.56kW roof mount solar array with (24) 315W modules with 6000W InverterThis permit includes 2 inspections,"15843 WOLF MOUNTAIN ROAD, Grass Valley CA 95949",Finaled
2021-01-15,210152,Express Permit,Residential Solar Array,"DIGITAL: Tear off roof and replace with Tesla Solar Roof, 5.028kW system with 86 tile modules added to existing solar system and ESS. 7600W inverter, (1) 13.5kWh Tesla Powerwall and 225amp load centerThis permit includes 2 inspections","23357 MEYER RAVINE ROAD, Grass Valley CA 95949",Finaled
2021-01-15,210163,Express Permit,Residential Solar Array,DIGITAL: 3.24kW roof mount solar array added to existing 6.21kW system. (9) 360W modules with microinverters with 125amp subpanel and 50amp EV Charger. Derate MSP to 175amps. This permit includes 2 inspections,"17699 LAKE FOREST DRIVE, Penn Valley CA 95946",Finaled
2021-01-15,210164,Express Permit,Residential Solar Array,DIGITAL: 8.14kW roof mount solar array with (22) 370W modules with microinvertersThis permit includes 2 inspections,"14207 GREENWOOD CIRCLE, Nevada City CA 95959",Finaled
